ZCTA5,concat_county_name,concat_state_name
19701,New Castle County,Delaware
19702,New Castle County,Delaware
19703,New Castle County,Delaware
19706,New Castle County,Delaware
19707,New Castle County,Delaware
19709,New Castle County,Delaware
19710,New Castle County,Delaware
19711,New Castle County,Delaware
19713,New Castle County,Delaware
19716,New Castle County,Delaware
19717,New Castle County,Delaware
19720,New Castle County,Delaware
19730,New Castle County,Delaware
19731,New Castle County,Delaware
19732,New Castle County,Delaware
19733,New Castle County,Delaware
19734,New Castle County,Delaware
19735,New Castle County,Delaware
19736,New Castle County,Delaware
19801,New Castle County,Delaware
19802,New Castle County,Delaware
19803,New Castle County,Delaware
19804,New Castle County,Delaware
19805,New Castle County,Delaware
19806,New Castle County,Delaware
19807,New Castle County,Delaware
19808,New Castle County,Delaware
19809,New Castle County,Delaware
19810,New Castle County,Delaware
19901,Kent County,Delaware
19902,Kent County,Delaware
19904,Kent County,Delaware
19930,Sussex County,Delaware
19931,Sussex County,Delaware
19933,Sussex County,Delaware
19934,Kent County,Delaware
19936,Kent County,Delaware
19938,Kent County|New Castle County,Delaware
19939,Sussex County,Delaware
19940,Sussex County,Delaware
19941,Sussex County,Delaware
19943,Kent County,Delaware
19944,Sussex County,Delaware
19945,Sussex County,Delaware
19946,Kent County,Delaware
19947,Sussex County,Delaware
19950,Kent County|Sussex County,Delaware
19951,Sussex County,Delaware
19952,Kent County|Sussex County,Delaware
19953,Kent County,Delaware
19954,Kent County,Delaware
19955,Kent County,Delaware
19956,Sussex County,Delaware
19958,Sussex County,Delaware
19960,Sussex County,Delaware
19962,Kent County,Delaware
19963,Kent County|Sussex County,Delaware
19964,Kent County,Delaware
19966,Sussex County,Delaware
19967,Sussex County,Delaware
19968,Sussex County,Delaware
19970,Sussex County,Delaware
19971,Sussex County,Delaware
19973,Sussex County,Delaware
19975,Sussex County,Delaware
19977,Kent County|New Castle County,Delaware
19979,Kent County,Delaware
20001,District of Columbia,District of Columbia
20002,District of Columbia,District of Columbia
20003,District of Columbia,District of Columbia
20004,District of Columbia,District of Columbia
20005,District of Columbia,District of Columbia
20006,District of Columbia,District of Columbia
20007,District of Columbia,District of Columbia
20008,District of Columbia,District of Columbia
20009,District of Columbia,District of Columbia
20010,District of Columbia,District of Columbia
20011,District of Columbia,District of Columbia
20012,District of Columbia,District of Columbia
20015,District of Columbia,District of Columbia
20016,District of Columbia,District of Columbia
20017,District of Columbia,District of Columbia
20018,District of Columbia,District of Columbia
20019,District of Columbia,District of Columbia
20020,District of Columbia,District of Columbia
20024,District of Columbia,District of Columbia
20032,District of Columbia,District of Columbia
20036,District of Columbia,District of Columbia
20037,District of Columbia,District of Columbia
20045,District of Columbia,District of Columbia
20052,District of Columbia,District of Columbia
20053,District of Columbia,District of Columbia
20057,District of Columbia,District of Columbia
20064,District of Columbia,District of Columbia
20105,Loudoun County,Virginia
20106,Culpeper County|Fauquier County|Rappahannock County,Virginia
20109,Manassas city|Prince William County,Virginia
20110,Manassas city|Prince William County,Virginia
20111,Manassas Park city|Prince William County,Virginia
20112,Prince William County,Virginia
20115,Fauquier County,Virginia
20117,Fauquier County|Loudoun County,Virginia
20118,Loudoun County,Virginia
20119,Fauquier County,Virginia
20120,Fairfax County|Loudoun County,Virginia
20121,Fairfax County,Virginia
20124,Fairfax County,Virginia
20129,Loudoun County,Virginia
20130,Clarke County|Fauquier County,Virginia
20132,Loudoun County,Virginia
20135,Clarke County|Jefferson County|Loudoun County,Virginia|West Virginia
20136,Prince William County,Virginia
20137,Fauquier County|Prince William County,Virginia
20139,Fauquier County,Virginia
20141,Loudoun County,Virginia
20143,Prince William County,Virginia
20144,Fauquier County,Virginia
20147,Loudoun County,Virginia
20148,Loudoun County,Virginia
20151,Fairfax County,Virginia
20152,Loudoun County,Virginia
20155,Prince William County,Virginia
20158,Loudoun County,Virginia
20164,Loudoun County,Virginia
20165,Loudoun County,Virginia
20166,Loudoun County,Virginia
20169,Prince William County,Virginia
20170,Fairfax County,Virginia
20171,Fairfax County,Virginia
20175,Loudoun County,Virginia
20176,Loudoun County,Virginia
20180,Loudoun County,Virginia
20181,Fauquier County|Prince William County,Virginia
20184,Fauquier County|Loudoun County,Virginia
20186,Culpeper County|Fauquier County,Virginia
20187,Fauquier County,Virginia
20190,Fairfax County,Virginia
20191,Fairfax County,Virginia
20194,Fairfax County,Virginia
20197,Loudoun County,Virginia
20198,Fauquier County,Virginia
20202,District of Columbia,District of Columbia
20204,District of Columbia,District of Columbia
20228,District of Columbia,District of Columbia
20230,District of Columbia,District of Columbia
20240,District of Columbia,District of Columbia
20245,District of Columbia,District of Columbia
20260,District of Columbia,District of Columbia
20307,District of Columbia,District of Columbia
20317,District of Columbia,District of Columbia
20319,District of Columbia,District of Columbia
20373,District of Columbia,District of Columbia
20390,District of Columbia,District of Columbia
20405,District of Columbia,District of Columbia
20418,District of Columbia,District of Columbia
20427,District of Columbia,District of Columbia
20506,District of Columbia,District of Columbia
20510,District of Columbia,District of Columbia
20520,District of Columbia,District of Columbia
20535,District of Columbia,District of Columbia
20540,District of Columbia,District of Columbia
20551,District of Columbia,District of Columbia
20553,District of Columbia,District of Columbia
20560,District of Columbia,District of Columbia
20565,District of Columbia,District of Columbia
20566,District of Columbia,District of Columbia
20593,District of Columbia,District of Columbia
20601,Charles County|Prince George's County,Maryland
20602,Charles County,Maryland
20603,Charles County,Maryland
20606,St. Mary's County,Maryland
20607,Charles County|Prince George's County,Maryland
20608,Prince George's County,Maryland
20609,St. Mary's County,Maryland
20611,Charles County,Maryland
20612,Charles County,Maryland
20613,Charles County|Prince George's County,Maryland
20615,Calvert County,Maryland
20616,Charles County,Maryland
20617,Charles County,Maryland
20618,St. Mary's County,Maryland
20619,St. Mary's County,Maryland
20620,St. Mary's County,Maryland
20621,St. Mary's County,Maryland
20622,Charles County|St. Mary's County,Maryland
20623,Prince George's County,Maryland
20624,St. Mary's County,Maryland
20625,Charles County,Maryland
20626,St. Mary's County,Maryland
20628,St. Mary's County,Maryland
20629,Calvert County,Maryland
20630,St. Mary's County,Maryland
20632,Charles County,Maryland
20634,St. Mary's County,Maryland
20636,St. Mary's County,Maryland
20637,Charles County,Maryland
20639,Calvert County,Maryland
20640,Charles County,Maryland
20645,Charles County,Maryland
20646,Charles County,Maryland
20650,St. Mary's County,Maryland
20653,St. Mary's County,Maryland
20657,Calvert County,Maryland
20658,Charles County,Maryland
20659,Charles County|St. Mary's County,Maryland
20660,St. Mary's County,Maryland
20662,Charles County,Maryland
20664,Charles County,Maryland
20667,St. Mary's County,Maryland
20670,St. Mary's County,Maryland
20674,St. Mary's County,Maryland
20675,Charles County,Maryland
20676,Calvert County,Maryland
20677,Charles County,Maryland
20678,Calvert County,Maryland
20680,St. Mary's County,Maryland
20684,St. Mary's County,Maryland
20685,Calvert County,Maryland
20686,St. Mary's County,Maryland
20687,St. Mary's County,Maryland
20688,Calvert County,Maryland
20689,Calvert County,Maryland
20690,St. Mary's County,Maryland
20692,St. Mary's County,Maryland
20693,Charles County,Maryland
20695,Charles County,Maryland
20701,Anne Arundel County|Howard County,Maryland
20705,Montgomery County|Prince George's County,Maryland
20706,Prince George's County,Maryland
20707,Montgomery County|Prince George's County,Maryland
20708,Prince George's County,Maryland
20710,Prince George's County,Maryland
20711,Anne Arundel County,Maryland
20712,Prince George's County,Maryland
20714,Anne Arundel County|Calvert County,Maryland
20715,Prince George's County,Maryland
20716,Prince George's County,Maryland
20720,Prince George's County,Maryland
20721,Prince George's County,Maryland
20722,Prince George's County,Maryland
20723,Howard County,Maryland
20724,Anne Arundel County,Maryland
20732,Calvert County,Maryland
20733,Anne Arundel County,Maryland
20735,Prince George's County,Maryland
20736,Anne Arundel County|Calvert County,Maryland
20737,Prince George's County,Maryland
20740,Prince George's County,Maryland
20742,Prince George's County,Maryland
20743,Prince George's County,Maryland
20744,Prince George's County,Maryland
20745,Prince George's County,Maryland
20746,Prince George's County,Maryland
20747,Prince George's County,Maryland
20748,Prince George's County,Maryland
20751,Anne Arundel County,Maryland
20754,Anne Arundel County|Calvert County,Maryland
20755,Anne Arundel County,Maryland
20758,Anne Arundel County,Maryland
20759,Howard County,Maryland
20762,Prince George's County,Maryland
20763,Howard County,Maryland
20764,Anne Arundel County,Maryland
20765,Anne Arundel County,Maryland
20769,Prince George's County,Maryland
20770,Prince George's County,Maryland
20772,Prince George's County,Maryland
20774,Prince George's County,Maryland
20776,Anne Arundel County,Maryland
20777,Howard County|Montgomery County,Maryland
20778,Anne Arundel County,Maryland
20779,Anne Arundel County,Maryland
20781,Prince George's County,Maryland
20782,Prince George's County,Maryland
20783,Prince George's County,Maryland
20784,Prince George's County,Maryland
20785,Prince George's County,Maryland
20794,Anne Arundel County|Howard County,Maryland
20812,Montgomery County,Maryland
20814,Montgomery County,Maryland
20815,Montgomery County,Maryland
20816,Montgomery County,Maryland
20817,Montgomery County,Maryland
20818,Montgomery County,Maryland
20832,Montgomery County,Maryland
20833,Howard County|Montgomery County,Maryland
20837,Montgomery County,Maryland
20838,Montgomery County,Maryland
20839,Montgomery County,Maryland
20841,Montgomery County,Maryland
20842,Frederick County|Montgomery County,Maryland
20850,Montgomery County,Maryland
20851,Montgomery County,Maryland
20852,Montgomery County,Maryland
20853,Montgomery County,Maryland
20854,Montgomery County,Maryland
20855,Montgomery County,Maryland
20860,Montgomery County,Maryland
20861,Montgomery County,Maryland
20862,Montgomery County,Maryland
20866,Montgomery County,Maryland
20868,Montgomery County,Maryland
20871,Frederick County|Montgomery County,Maryland
20872,Montgomery County,Maryland
20874,Montgomery County,Maryland
20876,Montgomery County,Maryland
20877,Montgomery County,Maryland
20878,Montgomery County,Maryland
20879,Montgomery County,Maryland
20880,Montgomery County,Maryland
20882,Montgomery County,Maryland
20886,Montgomery County,Maryland
20895,Montgomery County,Maryland
20896,Montgomery County,Maryland
20899,Montgomery County,Maryland
20901,Montgomery County,Maryland
20902,Montgomery County,Maryland
20903,Montgomery County|Prince George's County,Maryland
20904,Montgomery County|Prince George's County,Maryland
20905,Montgomery County,Maryland
20906,Montgomery County,Maryland
20910,Montgomery County,Maryland
20912,Montgomery County|Prince George's County,Maryland
21001,Harford County,Maryland
21005,Harford County,Maryland
21009,Harford County,Maryland
21010,Harford County,Maryland
21012,Anne Arundel County,Maryland
21013,Baltimore County|Harford County,Maryland
21014,Harford County,Maryland
21015,Harford County,Maryland
21017,Harford County,Maryland
21028,Harford County,Maryland
21029,Howard County,Maryland
21030,Baltimore County,Maryland
21031,Baltimore County,Maryland
21032,Anne Arundel County,Maryland
21034,Harford County,Maryland
21035,Anne Arundel County,Maryland
21036,Howard County,Maryland
21037,Anne Arundel County,Maryland
21040,Harford County,Maryland
21042,Howard County,Maryland
21043,Baltimore County|Howard County,Maryland
21044,Howard County,Maryland
21045,Howard County,Maryland
21046,Howard County,Maryland
21047,Harford County,Maryland
21048,Carroll County,Maryland
21050,Harford County,Maryland
21051,Baltimore County,Maryland
21052,Baltimore County,Maryland
21053,Baltimore County,Maryland
21054,Anne Arundel County,Maryland
21056,Anne Arundel County,Maryland
21057,Baltimore County,Maryland
21060,Anne Arundel County,Maryland
21061,Anne Arundel County,Maryland
21071,Baltimore County,Maryland
21074,Baltimore County|Carroll County,Maryland
21075,Howard County,Maryland
21076,Anne Arundel County|Howard County,Maryland
21077,Anne Arundel County,Maryland
21078,Harford County,Maryland
21082,Baltimore County|Harford County,Maryland
21084,Harford County,Maryland
21085,Baltimore County|Harford County,Maryland
21087,Baltimore County|Harford County,Maryland
21090,Anne Arundel County,Maryland
21093,Baltimore County,Maryland
21102,Baltimore County|Carroll County,Maryland
21104,Baltimore County|Carroll County|Howard County,Maryland
21105,Baltimore County,Maryland
21108,Anne Arundel County,Maryland
21111,Baltimore County|Harford County,Maryland
21113,Anne Arundel County,Maryland
21114,Anne Arundel County,Maryland
21117,Baltimore County,Maryland
21120,Baltimore County,Maryland
21122,Anne Arundel County,Maryland
21128,Baltimore County,Maryland
21130,Harford County,Maryland
21131,Baltimore County,Maryland
21132,Harford County,Maryland
21133,Baltimore County,Maryland
21136,Baltimore County|Carroll County,Maryland
21140,Anne Arundel County,Maryland
21144,Anne Arundel County,Maryland
21146,Anne Arundel County,Maryland
21152,Baltimore County,Maryland
21153,Baltimore County,Maryland
21154,Harford County,Maryland
21155,Baltimore County|Carroll County,Maryland
21156,Baltimore County,Maryland
21157,Carroll County,Maryland
21158,Carroll County,Maryland
21160,Harford County,Maryland
21161,Baltimore County|Harford County,Maryland
21162,Baltimore County,Maryland
21163,Baltimore County|Howard County,Maryland
21201,Baltimore city,Maryland
21202,Baltimore city,Maryland
21204,Baltimore County,Maryland
21205,Baltimore city,Maryland
21206,Baltimore County|Baltimore city,Maryland
21207,Baltimore County|Baltimore city,Maryland
21208,Baltimore County|Baltimore city,Maryland
21209,Baltimore County|Baltimore city,Maryland
21210,Baltimore County|Baltimore city,Maryland
21211,Baltimore city,Maryland
21212,Baltimore County|Baltimore city,Maryland
21213,Baltimore city,Maryland
21214,Baltimore city,Maryland
21215,Baltimore County|Baltimore city,Maryland
21216,Baltimore city,Maryland
21217,Baltimore city,Maryland
21218,Baltimore city,Maryland
21219,Baltimore County,Maryland
21220,Baltimore County,Maryland
21221,Baltimore County,Maryland
21222,Baltimore County|Baltimore city,Maryland
21223,Baltimore city,Maryland
21224,Baltimore County|Baltimore city,Maryland
21225,Anne Arundel County|Baltimore city,Maryland
21226,Anne Arundel County|Baltimore city,Maryland
21227,Baltimore County|Baltimore city,Maryland
21228,Baltimore County|Baltimore city,Maryland
21229,Baltimore County|Baltimore city,Maryland
21230,Baltimore city,Maryland
21231,Baltimore city,Maryland
21234,Baltimore County|Baltimore city,Maryland
21236,Baltimore County|Baltimore city,Maryland
21237,Baltimore County|Baltimore city,Maryland
21239,Baltimore County|Baltimore city,Maryland
21240,Anne Arundel County,Maryland
21244,Baltimore County,Maryland
21250,Baltimore County,Maryland
21251,Baltimore city,Maryland
21252,Baltimore County,Maryland
21286,Baltimore County,Maryland
21401,Anne Arundel County,Maryland
21402,Anne Arundel County,Maryland
21403,Anne Arundel County,Maryland
21405,Anne Arundel County,Maryland
21409,Anne Arundel County,Maryland
21502,Allegany County,Maryland
21520,Garrett County,Maryland
21521,Allegany County|Garrett County,Maryland
21522,Garrett County,Maryland
21523,Garrett County,Maryland
21524,Allegany County,Maryland
21529,Allegany County,Maryland
21530,Allegany County,Maryland
21531,Garrett County,Maryland
21532,Allegany County|Garrett County,Maryland
21536,Garrett County,Maryland
21538,Garrett County,Maryland
21539,Allegany County|Garrett County,Maryland
21540,Allegany County,Maryland
21541,Garrett County,Maryland
21542,Allegany County,Maryland
21543,Allegany County,Maryland
21545,Allegany County,Maryland
21550,Garrett County,Maryland
21555,Allegany County,Maryland
21557,Allegany County,Maryland
21561,Garrett County,Maryland
21562,Allegany County|Garrett County,Maryland
21601,Talbot County,Maryland
21607,Queen Anne's County,Maryland
21610,Kent County,Maryland
21612,Talbot County,Maryland
21613,Dorchester County,Maryland
21617,Queen Anne's County,Maryland
21619,Queen Anne's County,Maryland
21620,Kent County|Queen Anne's County,Maryland
21622,Dorchester County,Maryland
21623,Queen Anne's County,Maryland
21624,Talbot County,Maryland
21625,Talbot County,Maryland
21626,Dorchester County,Maryland
21627,Dorchester County,Maryland
21628,Queen Anne's County,Maryland
21629,Caroline County,Maryland
21631,Dorchester County,Maryland
21632,Caroline County|Dorchester County,Maryland
21634,Dorchester County,Maryland
21635,Kent County,Maryland
21636,Caroline County,Maryland
21638,Queen Anne's County,Maryland
21639,Caroline County,Maryland
21640,Caroline County|Queen Anne's County,Maryland
21641,Caroline County,Maryland
21643,Dorchester County,Maryland
21644,Queen Anne's County,Maryland
21645,Kent County,Maryland
21647,Talbot County,Maryland
21648,Dorchester County,Maryland
21649,Caroline County|Queen Anne's County,Maryland
21650,Kent County,Maryland
21651,Kent County|Queen Anne's County,Maryland
21652,Talbot County,Maryland
21653,Talbot County,Maryland
21654,Talbot County,Maryland
21655,Caroline County,Maryland
21657,Queen Anne's County|Talbot County,Maryland
21658,Queen Anne's County,Maryland
21659,Dorchester County,Maryland
21660,Caroline County,Maryland
21661,Kent County,Maryland
21662,Talbot County,Maryland
21663,Talbot County,Maryland
21664,Dorchester County,Maryland
21665,Talbot County,Maryland
21666,Queen Anne's County,Maryland
21667,Kent County,Maryland
21668,Queen Anne's County,Maryland
21669,Dorchester County,Maryland
21671,Talbot County,Maryland
21672,Dorchester County,Maryland
21673,Talbot County,Maryland
21675,Dorchester County,Maryland
21676,Talbot County,Maryland
21677,Dorchester County,Maryland
21678,Kent County,Maryland
21679,Talbot County,Maryland
21701,Frederick County,Maryland
21702,Frederick County,Maryland
21703,Frederick County,Maryland
21704,Frederick County,Maryland
21705,Frederick County,Maryland
21710,Frederick County,Maryland
21711,Washington County,Maryland
21713,Washington County,Maryland
21714,Frederick County,Maryland
21716,Frederick County,Maryland
21717,Frederick County,Maryland
21718,Frederick County,Maryland
21719,Frederick County|Washington County,Maryland
21722,Washington County,Maryland
21723,Howard County,Maryland
21727,Frederick County,Maryland
21733,Washington County,Maryland
21734,Washington County,Maryland
21737,Howard County,Maryland
21738,Howard County,Maryland
21740,Washington County,Maryland
21742,Washington County,Maryland
21746,Washington County,Maryland
21750,Washington County,Maryland
21754,Frederick County,Maryland
21755,Frederick County,Maryland
21756,Washington County,Maryland
21757,Carroll County|Frederick County,Maryland
21758,Frederick County|Washington County,Maryland
21762,Frederick County,Maryland
21766,Allegany County,Maryland
21767,Washington County,Maryland
21769,Frederick County|Washington County,Maryland
21770,Frederick County,Maryland
21771,Carroll County|Frederick County|Howard County|Montgomery County,Maryland
21773,Frederick County,Maryland
21774,Frederick County,Maryland
21776,Carroll County|Frederick County,Maryland
21777,Frederick County,Maryland
21778,Frederick County,Maryland
21779,Washington County,Maryland
21780,Frederick County|Washington County,Maryland
21781,Washington County,Maryland
21782,Washington County,Maryland
21783,Frederick County|Washington County,Maryland
21784,Carroll County|Howard County,Maryland
21787,Carroll County|Frederick County,Maryland
21788,Frederick County,Maryland
21790,Frederick County,Maryland
21791,Carroll County|Frederick County,Maryland
21793,Frederick County,Maryland
21794,Howard County,Maryland
21795,Washington County,Maryland
21797,Carroll County|Howard County,Maryland
21798,Frederick County,Maryland
21801,Wicomico County,Maryland
21802,Wicomico County,Maryland
21804,Wicomico County|Worcester County,Maryland
21810,Wicomico County,Maryland
21811,Worcester County,Maryland
21813,Worcester County,Maryland
21814,Wicomico County,Maryland
21817,Somerset County,Maryland
21821,Somerset County,Maryland
21822,Somerset County|Wicomico County|Worcester County,Maryland
21824,Somerset County,Maryland
21826,Wicomico County,Maryland
21829,Worcester County,Maryland
21830,Wicomico County,Maryland
21835,Dorchester County,Maryland
21837,Wicomico County,Maryland
21838,Somerset County,Maryland
21840,Wicomico County,Maryland
21841,Worcester County,Maryland
21842,Worcester County,Maryland
21849,Wicomico County,Maryland
21850,Wicomico County,Maryland
21851,Somerset County|Worcester County,Maryland
21853,Somerset County,Maryland
21856,Wicomico County,Maryland
21861,Wicomico County,Maryland
21862,Worcester County,Maryland
21863,Worcester County,Maryland
21864,Worcester County,Maryland
21865,Wicomico County,Maryland
21866,Somerset County,Maryland
21867,Somerset County,Maryland
21869,Dorchester County,Maryland
21871,Somerset County,Maryland
21872,Worcester County,Maryland
21874,Wicomico County,Maryland
21875,Wicomico County,Maryland
21890,Somerset County,Maryland
21901,Cecil County,Maryland
21902,Cecil County,Maryland
21903,Cecil County,Maryland
21904,Cecil County,Maryland
21911,Cecil County,Maryland
21912,Cecil County|New Castle County,Delaware|Maryland
21913,Cecil County,Maryland
21914,Cecil County,Maryland
21915,Cecil County,Maryland
21916,Cecil County,Maryland
21917,Cecil County,Maryland
21918,Cecil County,Maryland
21919,Cecil County,Maryland
21920,Cecil County,Maryland
21921,Cecil County,Maryland
21930,Cecil County,Maryland
22003,Fairfax County,Virginia
22015,Fairfax County,Virginia
22025,Prince William County,Virginia
22026,Prince William County,Virginia
22027,Fairfax County,Virginia
22030,Fairfax County|Fairfax city,Virginia
22031,Fairfax County|Fairfax city,Virginia
22032,Fairfax County|Fairfax city,Virginia
22033,Fairfax County,Virginia
22035,Fairfax County,Virginia
22039,Fairfax County,Virginia
22041,Fairfax County,Virginia
22042,Fairfax County|Falls Church city,Virginia
22043,Fairfax County,Virginia
22044,Fairfax County|Falls Church city,Virginia
22046,Fairfax County|Falls Church city,Virginia
22060,Fairfax County,Virginia
22066,Fairfax County|Loudoun County,Virginia
22079,Fairfax County,Virginia
22101,Arlington County|Fairfax County,Virginia
22102,Fairfax County,Virginia
22124,Fairfax County,Virginia
22125,Prince William County,Virginia
22134,Prince William County|Stafford County,Virginia
22150,Fairfax County,Virginia
22151,Fairfax County,Virginia
22152,Fairfax County,Virginia
22153,Fairfax County,Virginia
22172,Prince William County,Virginia
22180,Fairfax County,Virginia
22181,Fairfax County,Virginia
22182,Fairfax County,Virginia
22185,Fairfax County,Virginia
22191,Prince William County,Virginia
22192,Prince William County,Virginia
22193,Prince William County,Virginia
22201,Arlington County,Virginia
22202,Arlington County,Virginia
22203,Arlington County,Virginia
22204,Arlington County,Virginia
22205,Arlington County|Falls Church city,Virginia
22206,Alexandria city|Arlington County,Virginia
22207,Arlington County|Fairfax County,Virginia
22209,Arlington County,Virginia
22211,Arlington County,Virginia
22213,Arlington County,Virginia
22214,Arlington County,Virginia
22301,Alexandria city,Virginia
22302,Alexandria city|Fairfax County,Virginia
22303,Fairfax County,Virginia
22304,Alexandria city|Fairfax County,Virginia
22305,Alexandria city,Virginia
22306,Fairfax County,Virginia
22307,Fairfax County,Virginia
22308,Fairfax County,Virginia
22309,Fairfax County,Virginia
22310,Fairfax County,Virginia
22311,Alexandria city|Fairfax County,Virginia
22312,Alexandria city|Fairfax County,Virginia
22314,Alexandria city,Virginia
22315,Fairfax County,Virginia
22401,Fredericksburg city,Virginia
22405,Stafford County,Virginia
22406,Fauquier County|Stafford County,Virginia
22407,Spotsylvania County,Virginia
22408,Caroline County|Spotsylvania County,Virginia
22427,Caroline County,Virginia
22432,Northumberland County,Virginia
22433,Orange County,Virginia
22435,Northumberland County|Richmond County|Westmoreland County,Virginia
22436,Essex County,Virginia
22437,Essex County|King and Queen County,Virginia
22438,Essex County,Virginia
22443,Westmoreland County,Virginia
22448,King George County,Virginia
22454,Essex County,Virginia
22460,Richmond County,Virginia
22469,Westmoreland County,Virginia
22473,Lancaster County|Northumberland County,Virginia
22476,Essex County,Virginia
22480,Lancaster County,Virginia
22482,Lancaster County|Northumberland County,Virginia
22485,King George County|Westmoreland County,Virginia
22488,Westmoreland County,Virginia
22503,Lancaster County,Virginia
22504,Essex County|Middlesex County,Virginia
22508,Orange County|Spotsylvania County,Virginia
22509,Essex County,Virginia
22511,Northumberland County,Virginia
22514,Caroline County|King and Queen County,Virginia
22520,Westmoreland County,Virginia
22529,Westmoreland County,Virginia
22530,Northumberland County,Virginia
22534,Spotsylvania County,Virginia
22535,Caroline County,Virginia
22538,Caroline County,Virginia
22539,Northumberland County,Virginia
22542,Orange County,Virginia
22546,Caroline County|Hanover County,Virginia
22548,Richmond County,Virginia
22551,Spotsylvania County,Virginia
22553,Spotsylvania County,Virginia
22554,Stafford County,Virginia
22556,Stafford County,Virginia
22560,Essex County|King and Queen County,Virginia
22567,Orange County,Virginia
22572,Richmond County|Westmoreland County,Virginia
22576,Lancaster County,Virginia
22578,Lancaster County,Virginia
22579,Northumberland County,Virginia
22580,Caroline County|Spotsylvania County,Virginia
22601,Frederick County|Winchester city,Virginia
22602,Frederick County,Virginia
22603,Frederick County,Virginia
22610,Warren County,Virginia
22611,Clarke County,Virginia
22620,Clarke County,Virginia
22623,Rappahannock County|Warren County,Virginia
22624,Frederick County,Virginia
22625,Frederick County,Virginia
22627,Rappahannock County,Virginia
22630,Clarke County|Fauquier County|Frederick County|Warren County,Virginia
22637,Frederick County,Virginia
22639,Fauquier County,Virginia
22640,Rappahannock County,Virginia
22641,Shenandoah County,Virginia
22642,Fauquier County|Warren County,Virginia
22643,Fauquier County,Virginia
22644,Shenandoah County,Virginia
22645,Frederick County|Warren County,Virginia
22646,Clarke County,Virginia
22650,Page County,Virginia
22652,Shenandoah County,Virginia
22654,Frederick County|Shenandoah County,Virginia
22655,Frederick County|Warren County,Virginia
22656,Frederick County,Virginia
22657,Shenandoah County|Warren County,Virginia
22660,Shenandoah County,Virginia
22663,Clarke County|Frederick County,Virginia
22664,Shenandoah County,Virginia
22701,Culpeper County|Madison County|Orange County,Virginia
22709,Madison County,Virginia
22711,Madison County,Virginia
22712,Fauquier County,Virginia
22713,Culpeper County|Rappahannock County,Virginia
22714,Culpeper County,Virginia
22715,Madison County,Virginia
22716,Rappahannock County,Virginia
22718,Culpeper County,Virginia
22719,Madison County,Virginia
22720,Fauquier County,Virginia
22722,Madison County,Virginia
22723,Madison County,Virginia
22724,Culpeper County,Virginia
22726,Culpeper County,Virginia
22727,Madison County,Virginia
22728,Fauquier County,Virginia
22729,Culpeper County,Virginia
22730,Madison County,Virginia
22731,Madison County,Virginia
22732,Madison County,Virginia
22733,Culpeper County|Madison County|Orange County,Virginia
22734,Culpeper County|Fauquier County,Virginia
22735,Culpeper County|Madison County,Virginia
22736,Culpeper County,Virginia
22737,Culpeper County,Virginia
22738,Madison County,Virginia
22740,Culpeper County|Madison County|Rappahannock County,Virginia
22741,Culpeper County,Virginia
22742,Fauquier County,Virginia
22743,Madison County,Virginia
22747,Rappahannock County,Virginia
22749,Rappahannock County,Virginia
22801,Harrisonburg city|Rockingham County,Virginia
22802,Harrisonburg city|Rockingham County,Virginia
22807,Harrisonburg city,Virginia
22810,Shenandoah County,Virginia
22811,Rockingham County,Virginia
22812,Augusta County|Rockingham County,Virginia
22815,Rockingham County|Shenandoah County,Virginia
22820,Rockingham County,Virginia
22821,Rockingham County,Virginia
22824,Shenandoah County,Virginia
22827,Page County|Rockingham County,Virginia
22830,Rockingham County,Virginia
22831,Rockingham County,Virginia
22832,Rockingham County,Virginia
22834,Rockingham County,Virginia
22835,Madison County|Page County,Virginia
22840,Rockingham County,Virginia
22841,Augusta County|Rockingham County,Virginia
22842,Shenandoah County,Virginia
22843,Augusta County,Virginia
22844,Rockingham County|Shenandoah County,Virginia
22845,Shenandoah County,Virginia
22846,Rockingham County,Virginia
22847,Shenandoah County,Virginia
22849,Page County|Rockingham County,Virginia
22850,Rockingham County,Virginia
22851,Page County,Virginia
22853,Rockingham County|Shenandoah County,Virginia
22901,Albemarle County|Charlottesville city,Virginia
22902,Albemarle County|Charlottesville city,Virginia
22903,Albemarle County|Charlottesville city,Virginia
22904,Albemarle County|Charlottesville city,Virginia
22911,Albemarle County,Virginia
22920,Albemarle County|Augusta County|Nelson County,Virginia
22922,Amherst County|Nelson County,Virginia
22923,Albemarle County|Greene County|Orange County,Virginia
22931,Albemarle County,Virginia
22932,Albemarle County,Virginia
22935,Albemarle County|Greene County,Virginia
22936,Albemarle County,Virginia
22937,Albemarle County,Virginia
22938,Albemarle County|Nelson County,Virginia
22939,Augusta County,Virginia
22940,Albemarle County|Greene County,Virginia
22942,Albemarle County|Louisa County|Orange County,Virginia
22943,Albemarle County,Virginia
22946,Albemarle County,Virginia
22947,Albemarle County|Fluvanna County|Louisa County,Virginia
22948,Madison County,Virginia
22949,Nelson County,Virginia
22952,Augusta County,Virginia
22958,Augusta County|Nelson County,Virginia
22959,Albemarle County,Virginia
22960,Madison County|Orange County|Spotsylvania County,Virginia
22963,Fluvanna County,Virginia
22964,Nelson County,Virginia
22967,Amherst County|Nelson County,Virginia
22968,Albemarle County|Greene County,Virginia
22969,Albemarle County|Nelson County,Virginia
22971,Nelson County,Virginia
